Date,AAPL,AXP,BA,DIS,LUV,MMM,MSFT,PG,RCL
2018-08-01,50.375,99.44999694824219,352.760009765625,112.97000122070312,56.52000045776367,207.0500030517578,106.27999877929688,80.6500015258789,109.98999786376953
2018-08-02,51.84749984741211,99.7300033569336,349.7300109863281,112.75,56.689998626708984,205.52999877929688,107.56999969482422,82.0,114.3499984741211
2018-08-03,51.997501373291016,100.79000091552734,348.44000244140625,114.08999633789062,57.40999984741211,207.2899932861328,108.04000091552734,82.33000183105469,112.41999816894531
2018-08-06,52.26750183105469,100.91999816894531,346.57000732421875,115.94000244140625,57.790000915527344,206.6999969482422,108.12999725341797,82.5199966430664,111.69000244140625
2018-08-07,51.77750015258789,101.97000122070312,350.760009765625,116.55999755859375,58.09000015258789,208.57000732421875,108.87999725341797,82.63999938964844,112.19999694824219
2018-08-08,51.8125,102.77999877929688,347.7799987792969,113.9800033569336,58.81999969482422,207.13999938964844,109.48999786376953,82.3499984741211,111.08999633789062
2018-08-09,52.220001220703125,102.98999786376953,343.7200012207031,114.16000366210938,58.9900016784668,204.77999877929688,109.66999816894531,81.4000015258789,114.18000030517578
2018-08-10,51.88249969482422,101.58000183105469,339.4100036621094,112.68000030517578,58.9900016784668,201.9600067138672,109.0,81.43000030517578,113.63999938964844
2018-08-13,52.217498779296875,101.80999755859375,338.3599853515625,112.12000274658203,58.84000015258789,199.83999633789062,108.20999908447266,81.5199966430664,113.62000274658203
2018-08-14,52.4375,102.18000030517578,339.1400146484375,112.75,59.09000015258789,200.52000427246094,109.55999755859375,81.30999755859375,116.38999938964844
2018-08-15,52.560001373291016,101.51000213623047,331.760009765625,112.8499984741211,60.33000183105469,201.38999938964844,107.66000366210938,82.30000305175781,114.47000122070312
2018-08-16,53.33000183105469,102.6500015258789,345.9800109863281,112.4800033569336,59.52000045776367,203.14999389648438,107.63999938964844,83.69000244140625,115.48999786376953
2018-08-17,54.39500045776367,103.02999877929688,346.3999938964844,112.4800033569336,59.68000030517578,204.77000427246094,107.58000183105469,83.69000244140625,115.72000122070312
2018-08-20,53.8650016784668,103.83000183105469,350.739990234375,111.98999786376953,61.630001068115234,204.60000610351562,106.87000274658203,83.63999938964844,116.81999969482422
2018-08-21,53.7599983215332,104.80999755859375,353.7699890136719,112.38999938964844,61.0,205.69000244140625,105.9800033569336,83.9000015258789,118.5
2018-08-22,53.76250076293945,105.83000183105469,350.0299987792969,111.94000244140625,60.61000061035156,204.25999450683594,107.05999755859375,83.38999938964844,118.33000183105469
2018-08-23,53.872501373291016,105.37000274658203,347.4800109863281,112.0,61.0099983215332,202.75,107.55999755859375,83.23999786376953,118.02999877929688
2018-08-24,54.040000915527344,105.76000213623047,349.3800048828125,111.93000030517578,60.9900016784668,205.2899932861328,108.4000015258789,83.36000061035156,119.70999908447266
2018-08-27,54.48500061035156,107.05000305175781,353.739990234375,112.33000183105469,60.90999984741211,208.3300018310547,109.5999984741211,83.44000244140625,119.9800033569336
2018-08-28,54.92499923706055,107.27999877929688,351.2099914550781,112.58000183105469,61.33000183105469,209.42999267578125,110.26000213623047,83.4800033569336,120.1500015258789
2018-08-29,55.744998931884766,106.70999908447266,350.19000244140625,112.44999694824219,61.220001220703125,210.4600067138672,112.0199966430664,83.48999786376953,123.94999694824219
2018-08-30,56.25749969482422,106.2300033569336,346.8999938964844,111.91999816894531,60.81999969482422,210.22000122070312,111.94999694824219,83.41000366210938,122.91000366210938
2018-08-31,56.907501220703125,105.9800033569336,342.7900085449219,112.0199966430664,61.29999923706055,210.9199981689453,112.33000183105469,82.94999694824219,122.58000183105469
2018-09-04,57.09000015258789,107.01000213623047,346.25,110.8499984741211,61.9900016784668,208.60000610351562,111.70999908447266,82.69999694824219,121.1500015258789
2018-09-05,56.717498779296875,105.68000030517578,346.67999267578125,109.87000274658203,61.400001525878906,211.8300018310547,108.48999786376953,83.29000091552734,120.83999633789062
2018-09-06,55.775001525878906,105.4000015258789,351.2699890136719,110.26000213623047,61.029998779296875,212.74000549316406,108.73999786376953,82.6500015258789,124.04000091552734
2018-09-07,55.32500076293945,106.08000183105469,349.2799987792969,110.97000122070312,61.900001525878906,212.57000732421875,108.20999908447266,81.91000366210938,124.36000061035156
2018-09-10,54.58250045776367,107.29000091552734,341.8599853515625,110.68000030517578,62.5099983215332,212.92999267578125,109.37999725341797,82.37999725341797,123.91999816894531
2018-09-11,55.962501525878906,108.30999755859375,345.25,109.5999984741211,62.97999954223633,211.77999877929688,111.23999786376953,82.01000213623047,122.5199966430664
2018-09-12,55.26750183105469,107.87999725341797,353.4100036621094,109.45999908447266,61.369998931884766,206.7100067138672,111.70999908447266,83.11000061035156,123.69999694824219
2018-09-13,56.602500915527344,108.66000366210938,355.4599914550781,110.66999816894531,62.36000061035156,209.0500030517578,112.91000366210938,83.44999694824219,125.86000061035156
2018-09-14,55.959999084472656,109.55999755859375,359.79998779296875,109.26000213623047,62.43000030517578,207.8800048828125,113.37000274658203,83.61000061035156,129.2899932861328
2018-09-17,54.470001220703125,109.19999694824219,355.9599914550781,109.36000061035156,63.099998474121094,209.52999877929688,112.13999938964844,84.25,128.74000549316406
2018-09-18,54.560001373291016,109.63999938964844,363.5799865722656,109.52999877929688,63.04999923706055,211.52999877929688,113.20999908447266,84.0,131.0
2018-09-19,54.592498779296875,110.0999984741211,365.2200012207031,109.79000091552734,63.11000061035156,213.1199951171875,111.69999694824219,84.0,131.24000549316406
2018-09-20,55.00749969482422,111.11000061035156,367.4599914550781,111.62000274658203,62.5,215.27000427246094,113.56999969482422,85.36000061035156,132.13999938964844
2018-09-21,54.415000915527344,110.9000015258789,372.2300109863281,110.4000015258789,63.77000045776367,216.3300018310547,114.26000213623047,85.81999969482422,131.47000122070312
2018-09-24,55.1974983215332,109.8499984741211,367.989990234375,112.7699966430664,62.060001373291016,213.50999450683594,114.66999816894531,84.2699966430664,130.02000427246094
2018-09-25,55.54750061035156,109.87000274658203,367.2300109863281,113.62999725341797,61.650001525878906,210.63999938964844,114.44999694824219,83.12000274658203,129.4199981689453
2018-09-26,55.10499954223633,108.01000213623047,365.0299987792969,115.20999908447266,62.09000015258789,211.07000732421875,113.9800033569336,83.26000213623047,129.3000030517578
2018-09-27,56.23749923706055,107.8499984741211,367.3900146484375,116.04000091552734,62.709999084472656,210.11000061035156,114.41000366210938,82.86000061035156,129.32000732421875
2018-09-28,56.435001373291016,106.48999786376953,371.8999938964844,116.94000244140625,62.45000076293945,210.7100067138672,114.37000274658203,83.2300033569336,129.94000244140625
2018-10-01,56.814998626708984,107.9000015258789,382.2900085449219,116.23999786376953,61.70000076293945,212.19000244140625,115.61000061035156,83.66999816894531,129.63999938964844
2018-10-02,57.31999969482422,108.38999938964844,386.3699951171875,117.66000366210938,61.18000030517578,215.7100067138672,115.1500015258789,84.36000061035156,128.39999389648438
2018-10-03,58.01750183105469,108.44999694824219,392.29998779296875,116.91000366210938,61.68000030517578,215.75999450683594,115.16999816894531,83.02999877929688,128.07000732421875
2018-10-04,56.997501373291016,107.73999786376953,389.989990234375,116.12999725341797,61.58000183105469,213.83999633789062,112.79000091552734,81.91999816894531,125.51000213623047
2018-10-05,56.0724983215332,107.2300033569336,386.4700012207031,114.77999877929688,61.04999923706055,213.19000244140625,112.12999725341797,82.1500015258789,123.66999816894531
2018-10-08,55.942501068115234,106.98999786376953,385.7699890136719,116.0199966430664,60.619998931884766,214.3699951171875,110.8499984741211,82.4000015258789,124.45999908447266
2018-10-09,56.717498779296875,106.66000366210938,385.44000244140625,116.88999938964844,59.4900016784668,210.4199981689453,112.26000213623047,82.19999694824219,123.08999633789062
2018-10-10,54.09000015258789,103.56999969482422,367.4700012207031,112.86000061035156,57.33000183105469,202.14999389648438,106.16000366210938,81.44000244140625,118.73999786376953
2018-10-11,53.61249923706055,101.58000183105469,358.1099853515625,111.1500015258789,57.029998779296875,196.72999572753906,105.91000366210938,78.87000274658203,116.8499984741211
2018-10-12,55.52750015258789,103.0,360.1099853515625,112.61000061035156,57.380001068115234,198.22999572753906,109.56999969482422,79.05999755859375,119.05000305175781
2018-10-15,54.34000015258789,102.62000274658203,358.8800048828125,113.44000244140625,57.68000030517578,198.94000244140625,107.5999984741211,80.12999725341797,117.77999877929688
2018-10-16,55.537498474121094,104.2699966430664,368.25,116.19000244140625,58.939998626708984,202.3300018310547,111.0,81.01000213623047,121.61000061035156
2018-10-17,55.29750061035156,104.33999633789062,365.5,117.12999725341797,59.20000076293945,202.92999267578125,110.70999908447266,81.86000061035156,120.58999633789062
2018-10-18,54.005001068115234,102.83999633789062,359.3500061035156,116.18000030517578,57.959999084472656,200.3800048828125,108.5,80.23999786376953,116.62999725341797
2018-10-19,54.82749938964844,106.7300033569336,356.260009765625,118.9000015258789,58.130001068115234,199.85000610351562,108.66000366210938,87.30000305175781,115.18000030517578
2018-10-22,55.162498474121094,104.51000213623047,355.9800109863281,118.2699966430664,57.869998931884766,201.36000061035156,109.62999725341797,86.5999984741211,114.61000061035156
2018-10-23,55.682498931884766,104.37999725341797,350.04998779296875,117.8499984741211,57.47999954223633,192.5500030517578,108.0999984741211,87.16000366210938,114.8499984741211
2018-10-24,53.772499084472656,101.83999633789062,354.6499938964844,111.61000061035156,54.59000015258789,184.5399932861328,102.31999969482422,89.45999908447266,106.97000122070312
2018-10-25,54.95000076293945,103.5999984741211,363.7699890136719,114.16000366210938,49.90999984741211,184.99000549316406,108.30000305175781,89.0,107.94000244140625
